Concept_A	Concept_B	Annotator_1	Annotator_2	Annotator_3	Annotator_4	Annotator_5	Annotator_6	Annotator_7	Annotator_8	Annotator_9	Annotator_10	Annotator_11	Annotator_12	Annotator_13
Numerical_analysis	Partial_differential_equation	2			3					3				
Concurrency_(computer_science)	Analysis_of_algorithms	3			3					3				
Data	Wavelet	3			3					3				
Genetics	Dynamic_programming	3			3					3				
Concurrency_(computer_science)	Computational_geometry	3			3					3				
Computer	Programming_language	2			2					2				
Application_programming_interface	Java_(programming_language)	3			3					3				
First-order_logic	Data_type	3			3					3				
Parallel_computing	Concurrent_computing	3			3					2				
Computational_complexity_theory	Formal_language	3			2					3				
Mathematics	Analysis_of_algorithms	2			2					2				
Context-free_language	Pushdown_automaton	1			3					3				
Variable_(computer_science)	Computer_programming	1			1					2				
Information_theory	Algorithm	3			3					3				
Data_compression	Markov_chain	3			3					3				
Modular_programming	Parallel_computing	3			3					3				
Operating_system	Graphical_user_interface	3			3					3				
Programming_paradigm	Graph_theory	3			3					3				
Artificial_intelligence	Neural_network	2			2					2				
Embedded_system	C_(programming_language)	3			1					3				
Graph_theory	Probability_theory	3			3					3				
Mathematics	Modular_arithmetic	2			2					2				
Bioinformatics	Programming_language	1			3					3				
Formal_language	Mathematics	1			3					3				
Computer_security	Encryption	2			2					2				
Mathematical_optimization	Combinatorics	3			1					3				
Telecommunications_network	Computer_network	2			1					2				
Mathematics	Computational_complexity_theory	2			2					2				
Programming_paradigm	Compiler	3			2					3				
Design_of_experiments	Statistical_inference	3			3					3				
Concurrent_computing	Computer	1			1					1				
Computational_complexity_theory	Parallel_computing	3			3					3				
Signal_processing	Probability	1			1					3				
Sparse_matrix	Iterative_method	3			3					3				
Dynamic_programming	Linear_programming	3			3					3				
Statistics	Software_engineering	3			3					3				
Modular_programming	Control_flow	3			3					3				
Database	Complex_systems	3			3					3				
Pattern_matching	Functional_programming	1			1					3				
Java_(programming_language)	Graphical_user_interface	3			3					3				
Data_structure	Variable_(computer_science)	3			1					3				
Database_management_system	NoSQL	2			2					2				
Molecular_biology	Genomics	3			3					3				
Logic_programming	Assembly_language	3			3					3				
Data_structure	Data_type	3			1					1				
Partial_differential_equation	Conjugate_gradient_method	3			3					2				
Estimation_theory	Expected_value	1			1					2				
Central_processing_unit	Processor_register	2			2					2				
Computational_complexity_theory	Mathematics	1			1					1				
Algorithm	Local_consistency	2			3					3				
Grammar	Computability	3			3					3				
Graph_theory	NP-complete	3			3					3				
Reason	Logic	3			3					1				
Ordinary_differential_equation	Polynomial	1			1					3				
Probability	Prediction	2			3					3				
Constraint_satisfaction	Programming_language	1			3					3				
Algorithm	Data_(computing)	3			3					3				
Abstraction_(computer_science)	Computer_programming	1			1					2				
Knowledge_representation_and_reasoning	Procedural_programming	3			3					3				
Operating_system	Computer_network	3			3					3				
Central_processing_unit	Virtual_memory	3			2					3				
Object-oriented_programming	Computer_science	1			1					1				
Computer	Operating_system	2			2					2				
Query_language	Programming_language	3			1					1				
Web_service	Computer_network	1			1					1				
Computer_science	Numerical_analysis	1			3					3				
Compiler	Type_system	1			2					2				
Parsing	Computer_programming	1			1					1				
Probability	Random_variable	2			2					2				
Computer	Cryptography	2			2					3				
Computational_geometry	Algorithm_design	1			1					1				
Computation	Computability	2			3					2				
Sentiment_analysis	Speech_recognition	3			3					3				
ML_(programming_language)	Lisp_(programming_language)	3			3					3				
Data_model	Computer_software	3			3					3				
Functional_programming	Object-oriented_programming	3			3					3				
Machine_learning	Graphical_model	1			2					2				
Compiler	Formal_grammar	1			2					3				
Genetics	Genomics	2			2					2				
Computer_software	Computer	1			1					1				
Game_theory	Mathematical_model	3			1					1				
Artificial_intelligence	Probability	1			3					3				
Computer_graphics	Image	1			1					3				
Discrete_mathematics	Formal_language	3			2					3				
Algorithm	Complexity	3			2					3				
String_(computer_science)	Floating_point	3			3					3				
Software_design	Database	3			3					3				
Analysis_of_algorithms	Number_theory	1			3					3				
Artificial_intelligence	Logic_programming	3			3					3				
Functional_programming	Analysis_of_algorithms	3			3					3				
Computer_animation	Mathematics	1			1					3				
Computer_science	Computational_science	1			3					3				
Array_data_structure	Matrix_(mathematics)	3			1					3				
Assembly_language	Computer_programming	1			1					1				
Network_security	Computer_security	1			1					1				
Computer	Instruction_set	2			2					2				
Linguistics	Artificial_intelligence	3			3					3				
Relational_model	Data	1			1					3				
Computation	Computer_science	2			3					2				
Relational_database	Database_management_system	1			1					1				
Algorithm	Numerical_analysis	2			2					3				
Software_engineering	Database	3			3					3				
Polynomial	Algorithm	3			2					3				
Functional_programming	Scope_(computer_science)	3			3					3				
Software_testing	Concurrency_(computer_science)	1			3					3				
Artificial_intelligence	Problem_solving	1			3					3				
Mathematical_optimization	Number_theory	3			3					3				
Time_complexity	Computer_science	1			1					1				
Concurrent_computing	Assembly_language	3			3					3				
Computer_architecture	Central_processing_unit	2			2					2				
Machine_learning	Software_engineering	3			3					3				
Parallel_computing	Synchronization	1			2					2				
Mathematics	Graph_(mathematics)	2			2					2				
Random_graph	Graph_theory	1			1					1				
Operating_system	Computer_programming	1			1					1				
Probability	Statistical_hypothesis_testing	2			2					2				
Input/output	Prolog	3			3					3				
Algorithm	Computational_chemistry	2			2					2				
Integer	Mathematical_optimization	2			2					3				
C_(programming_language)	C++	3			2					3				
Quantum_cryptography	Cryptography	1			1					1				
Knowledge_representation_and_reasoning	Logic_programming	3			3					3				
Sufficient_statistic	Statistical_hypothesis_testing	3			3					3				
Algorithm	Computation	1			1					1				
Computer	Computer_science	2			2					2				
Linear_programming	Combinatorial_optimization	2			3					3				
Cryptographic_hash_function	Encryption	1			1					3				
Question_answering	Natural_language	1			3					3				
Software_engineering	Programming_language	1			2					3				
Graphical_model	Scientific_modelling	1			1					3				
String_(computer_science)	Finite_set	3			3					3				
Programmer	Software_engineering	3			3					3				
User_interface	Operating_system	3			3					3				
Computer_graphics	Ray_tracing_(graphics)	2			2					2				
Computer	Computing	1			3					3				
Computer_science	Computer	1			1					1				
Object_(computer_science)	Floating_point	3			3					2				
JavaScript	Software_framework	3			3					3				
Turing_machine	Computation	1			1					3				
Artificial_intelligence	Robotics	2			3					2				
Artificial_intelligence	Computational_chemistry	3			3					3				
Graphical_model	Statistical_inference	1			1					1				
Finite-state_machine	String_(computer_science)	3			3					3				
Operating_system	Application_programming_interface	3			3					3				
Control_flow	Assembly_language	3			3					3				
Data_structure	Object_(computer_science)	3			3					3				
Undecidable_problem	Programming_language	3			3					3				
String_(computer_science)	Algorithm	3			3					3				
Question_answering	Knowledge_representation_and_reasoning	1			3					3				
Kalman_filter	Expected_value	1			1					1				
Probability_theory	Algorithm	3			3					3				
Network_security	Vulnerability_(computing)	1			2					3				
Data	Correlation_and_dependence	2			2					2				
NP-complete	Combinatorial_optimization	3			1					3				
Decision_theory	Probability_theory	1			3					3				
Wavelet	Correlation_and_dependence	3			3					3				
Computer_network	Computing	1			3					3				
Embedded_system	Virtual_memory	3			3					3				
Computer_programming	String_(computer_science)	3			2					3				
Algorithm	Regular_expression	3			2					2				
Software_development	Formal_methods	1			2					3				
Question_answering	Prolog	3			3					3				
String_(computer_science)	Formal_grammar	2			2					3				
XML	Object-oriented_programming	3			1					3				
Approximation_algorithm	Dynamic_programming	3			3					3				
Best,_worst_and_average_case	Computer_science	1			1					1				
Quantum_computer	Graph_theory	3			3					3				
Programming_language	Formal_methods	2			3					3				
Statistical_hypothesis_testing	Poisson_distribution	1			3					3				
Object-oriented_programming	C++	2			2					2				
Autonomous_robot	Robotics	1			1					1				
SQL	Operating_system	3			3					3				
Electronic_commerce	Cryptography	3			3					3				
Programming_paradigm	Mathematics	3			3					3				
Operating_system	Computer	1			1					1				
Analysis_of_algorithms	Amortized_analysis	2			2					2				
Database_management_system	File_system	3			3					3				
Analysis_of_algorithms	Algorithm	1			1					1				
NP_(complexity)	Computer_science	1			1					3				
Complexity_class	Computational_complexity_theory	1			1					1				
Computer_science	Computation	1			2					3				
Software_engineering	Formal_methods	2			2					3				
Operating_system	Concurrency_(computer_science)	1			2					3				
Kinematics	Geometry	2			1					3				
High-level_programming_language	Object-oriented_programming	3			1					3				
Algorithm	System_programming	2			3					3				
Regular_language	Pushdown_automaton	3			3					3				
Interpolation	Numerical_analysis	1			1					1				
Genetic_algorithm	Algorithm	1			1					1				
Object-oriented_programming	Java_(programming_language)	2			2					2				
Linear_programming	Dynamic_programming	3			3					3				
Debugging	Software_engineering	1			1					3				
Computational_complexity_theory	Artificial_intelligence	2			3					3				
Speech_recognition	Markov_chain	1			1					3				
Combinatorics	Graph_theory	3			2					3				
Object-oriented_programming	Logic_programming	3			3					3				
Computer_security	Cryptography	2			2					2				
Natural_language	Algorithm	3			3					3				
Internet	Routing	1			2					1				
SQL	Database	1			1					1				
Artificial_intelligence	Data_mining	2			3					3				
Instruction_set	Computer	1			1					2				
Introduction_to_Algorithms	P_versus_NP_problem	2			2					3				
Mathematics	Inference	2			2					2				
Python_(programming_language)	Object-oriented_programming	1			1					3				
Monad_(functional_programming)	Linked_list	3			3					3				
Computing	Algorithm	2			3					3				
Compiler	Run_time_(program_lifecycle_phase)	3			3					3				
Computational_complexity_theory	Object-oriented_programming	3			3					3				
Software_engineering	Computer	1			1					1				
Bioinformatics	Statistical_inference	1			3					3				
Assembly_language	C++	3			3					3				
Correlation_and_dependence	Random_variable	1			1					1				
Randomness	Cryptography	3			2					3				
Computability	Halting_problem	2			2					2				
Database_management_system	Computer_programming	1			3					3				
Polymorphism_(computer_science)	C++	3			1					3				
Shortest_path_problem	Dynamic_programming	3			3					3				
Semantic_Web	Privacy	3			1					3				
Concurrency_control	Database_normalization	3			3					3				
Graph_theory	Game_theory	3			3					3				
Prototype	C++	3			3					3				
Computer_programming	Operating_system	2			3					3				
Concurrent_computing	Distributed_computing	3			3					3				
Bayesian_probability	Data	1			1					1				
Linked_list	Computer_science	1			1					1				
Transaction_processing	Index_(database)	3			1					3				
Assembly_language	Computer_architecture	3			1					3				
Higher-order_function	Functional_programming	3			1					3				
SQL	Computer_science	1			1					1				
Power_management	Computer	1			3					3				
Algorithm	Theory_of_computation	1			2					3				
Fourier_analysis	Statistical_hypothesis_testing	3			3					3				
Database	Distributed_computing	3			3					3				
Data_mining	Robotics	3			3					3				
